This is Ipopt version 3.14.11, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    76153
Number of nonzeros in inequality constraint Jacobian.:      602
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:      301
                     variables with only lower bounds:      100
                variables with lower and upper bounds:       51
                     variables with only upper bounds:        0
Total number of equality constraints.................:      253
Total number of inequality constraints...............:        2
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        1
        inequality constraints with only upper bounds:        1

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 631  6.3262514e+00 1.83e+05 2.22e+00  -2.6 2.51e-01    -  4.80e-01 1.00e+00h  1
 632  6.3141882e+00 3.78e+05 3.35e+00  -2.6 2.64e-01    -  5.98e-01 1.00e+00h  1
 633  6.3474556e+00 1.55e+05 2.99e+00  -2.6 2.53e-01    -  1.00e+00 1.00e+00h  1
 634  6.4122303e+00 5.99e+04 3.08e+00  -2.6 2.56e-01    -  5.22e-01 7.98e-01H  1
 635  6.3547747e+00 9.66e+04 2.88e+00  -2.6 2.03e-01    -  1.00e+00 1.00e+00h  1
 636  6.3136199e+00 2.27e+05 3.83e+00  -2.2 2.29e-01    -  1.00e+00 1.00e+00h  1
 637  6.3519048e+00 1.30e+05 2.37e+00  -2.3 1.25e-01    -  1.00e+00 1.00e+00h  1
 638  6.3448460e+00 1.69e+05 3.55e+00  -2.5 1.48e-01    -  9.99e-01 1.00e+00h  1
 639  6.3613460e+00 8.84e+04 1.83e+00  -2.6 9.03e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 640  6.3733661e+00 7.02e+04 3.89e+00  -3.1 1.12e-01    -  1.00e+00 1.00e+00h  1
 641  6.3857326e+00 1.91e+04 3.95e+00  -3.2 1.49e-01    -  1.00e+00 1.00e+00h  1
 642  6.3772607e+00 6.49e+04 3.30e+00  -3.2 2.30e-01    -  1.00e+00 1.00e+00h  1
 643  6.3836538e+00 2.29e+04 2.10e+00  -3.2 1.83e-01    -  1.00e+00 1.00e+00h  1
 644  6.3843110e+00 1.51e+04 2.95e+00  -3.2 8.72e-02    -  1.00e+00 1.00e+00h  1
 645  6.3868101e+00 1.08e+03 3.43e+00  -3.2 2.43e-02    -  1.00e+00 1.00e+00H  1
 646  6.3839960e+00 6.37e+03 1.74e+00  -3.2 8.85e-02    -  1.00e+00 1.00e+00h  1
 647  6.3848224e+00 4.31e+03 2.90e+00  -3.2 1.82e-02    -  1.00e+00 1.00e+00h  1
 648  6.3835376e+00 1.43e+04 2.68e+00  -3.2 1.21e-01    -  1.00e+00 1.00e+00h  1
 649  6.3850162e+00 1.35e+03 3.08e+00  -3.2 7.87e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 650  6.3633106e+00 1.00e+05 1.90e+00  -3.2 9.07e-02    -  1.00e+00 1.00e+00h  1
 651  6.3803166e+00 3.83e+04 1.74e+00  -3.2 6.94e-02    -  1.00e+00 1.00e+00h  1
 652  6.3761899e+00 7.43e+04 2.83e+00  -3.2 1.88e-01    -  1.00e+00 1.00e+00h  1
 653  6.3839657e+00 9.47e+03 2.10e+00  -3.2 1.83e-01    -  1.00e+00 1.00e+00h  1
 654  6.3548953e+00 2.00e+05 4.21e+00  -3.2 3.55e-01    -  1.00e+00 9.62e-01h  1
 655  6.3703901e+00 1.00e+05 3.12e+00  -3.2 2.37e-01    -  1.00e+00 5.00e-01h  2
 656  6.2991457e+00 2.42e+05 2.55e+00  -3.2 6.68e-01    -  1.97e-01 3.45e-01h  1
 657  6.3763860e+00 7.62e+04 2.92e+00  -3.2 3.22e-01    -  1.00e+00 1.00e+00h  1
 658  6.3605556e+00 1.39e+05 2.71e+00  -3.2 2.72e-01    -  1.00e+00 1.00e+00h  1
 659  6.3754740e+00 4.06e+04 2.41e+00  -3.2 2.10e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 660  6.3751532e+00 4.79e+04 3.21e+00  -3.2 2.10e-01    -  1.00e+00 1.00e+00h  1
 661  6.3774338e+00 3.92e+04 1.79e+00  -3.2 5.18e-02    -  1.00e+00 1.00e+00h  1
 662  6.3826574e+00 2.82e+04 2.71e+00  -3.9 9.74e-02    -  1.00e+00 1.00e+00h  1
 663  6.3829252e+00 9.61e+03 1.16e+00  -4.0 9.59e-02    -  1.00e+00 1.00e+00h  1
 664  6.3843303e+00 7.10e+03 2.04e+00  -4.0 1.45e-02    -  1.00e+00 1.00e+00h  1
 665  6.3826660e+00 2.14e+04 1.86e+00  -4.0 2.90e-02    -  1.00e+00 1.00e+00h  1
 666  6.3845657e+00 9.29e+02 1.96e+00  -4.0 1.44e-02    -  1.00e+00 1.00e+00h  1
 667  6.3631016e+00 1.60e+05 3.67e+00  -4.0 3.50e-01    -  5.37e-01 1.00e+00h  1
 668  6.3825565e+00 2.65e+04 1.49e+00  -4.0 3.22e-01    -  1.00e+00 1.00e+00h  1
 669  6.3723696e+00 1.22e+05 3.30e+00  -4.0 1.54e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 670  6.3778663e+00 6.09e+04 2.56e+00  -4.0 9.35e-02    -  1.00e+00 5.00e-01h  2
 671  6.2593173e+00 3.62e+05 3.71e+00  -4.0 8.46e+01    -  4.48e-03 5.72e-03f  1
 672  6.2971191e+00 2.12e+05 3.17e+00  -4.0 5.29e-01    -  1.00e+00 4.15e-01h  1
 673  6.3405101e+00 1.06e+05 2.28e+00  -4.0 2.79e-01    -  4.00e-01 5.00e-01h  2
 674  6.2435380e+00 3.74e+05 3.02e+00  -4.0 4.05e+01    -  1.02e-02 1.17e-02h  1
 675  6.3290992e+00 3.21e+05 2.35e+00  -4.0 4.75e-01    -  2.86e-01 1.00e+00h  1
 676  6.2907458e+00 2.88e+05 2.41e+00  -4.0 1.36e+00    -  6.38e-02 1.02e-01h  2
 677  6.3535751e+00 1.73e+05 3.00e+00  -4.0 2.77e-01    -  1.00e+00 1.00e+00h  1
 678  6.3143319e+00 3.30e+05 3.37e+00  -4.0 4.38e-01    -  5.82e-01 1.00e+00h  1
 679  6.3384864e+00 1.65e+05 2.64e+00  -4.0 2.68e-01    -  1.00e+00 5.00e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 680  6.3045675e+00 2.51e+05 3.19e+00  -4.0 7.00e-01    -  3.59e-01 5.23e-01H  1
 681  6.3698748e+00 8.85e+04 2.52e+00  -4.0 1.51e-01    -  1.00e+00 1.00e+00h  1
 682  6.3249246e+00 2.94e+05 3.31e+00  -4.0 4.27e-01    -  2.90e-01 1.00e+00h  1
 683  6.3341820e+00 1.47e+05 2.58e+00  -4.0 1.66e-01    -  8.39e-01 5.00e-01h  2
 684  6.3487124e+00 1.77e+05 3.94e+00  -4.0 5.39e-01    -  3.10e-01 1.00e+00h  1
 685  6.3688166e+00 9.09e+04 3.63e+00  -4.0 1.25e-01    -  1.00e+00 1.00e+00h  1
 686  6.3669614e+00 6.62e+04 2.53e+00  -4.0 7.51e-02    -  1.00e+00 1.00e+00h  1
 687  6.3793581e+00 4.16e+04 2.51e+00  -3.7 8.01e-02    -  1.00e+00 3.71e-01H  1
 688  6.3817105e+00 2.31e+04 3.29e+00  -3.8 4.03e-02    -  1.00e+00 1.00e+00h  1
 689  6.3747841e+00 5.56e+04 2.85e+00  -3.8 2.08e-01    -  8.44e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 690  6.3812277e+00 3.91e+04 2.95e+00  -4.5 1.36e-01    -  1.00e+00 1.00e+00h  1
 691  6.3715032e+00 8.74e+04 3.76e+00  -4.6 8.90e-02    -  7.10e-01 1.00e+00h  1
 692  6.3798993e+00 2.71e+04 2.36e+00  -4.6 2.54e-01    -  1.00e+00 6.90e-01h  1
 693  6.3095421e+00 3.12e+05 2.83e+00  -4.6 8.17e-01    -  1.53e-02 3.44e-01h  1
 694  6.3181576e+00 2.65e+05 3.05e+00  -4.6 4.00e-01    -  1.00e+00 1.51e-01h  1
 695  6.3515427e+00 1.33e+05 2.91e+00  -4.6 1.28e-01    -  4.35e-01 5.00e-01h  2
 696  6.3417911e+00 1.47e+05 2.72e+00  -4.6 1.93e-01    -  3.63e-01 1.00e+00h  1
 697  6.3432950e+00 1.16e+05 2.80e+00  -4.6 5.06e-01    -  1.00e+00 2.15e-01h  1
 698  6.2919385e+00 2.97e+05 4.88e+00  -3.8 7.59e-01    -  1.78e-01 9.23e-01f  1
 699  6.3354123e+00 1.75e+05 3.15e+00  -4.4 6.53e-01    -  3.32e-02 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 700  6.3328636e+00 1.27e+05 2.44e+00  -4.4 1.75e-01    -  1.00e+00 2.71e-01h  1
 701  6.3521207e+00 1.47e+05 4.04e+00  -4.8 1.40e-01    -  1.00e+00 1.00e+00h  1
 702  6.3679868e+00 6.88e+04 3.34e+00  -4.9 6.62e-02    -  1.00e+00 1.00e+00h  1
 703  6.3832739e+00 1.94e+04 2.58e+00  -4.9 3.80e-02    -  1.00e+00 1.00e+00h  1
 704  6.3798130e+00 4.86e+04 2.79e+00  -4.9 4.83e-02    -  1.00e+00 1.00e+00h  1
 705  6.3805476e+00 3.47e+04 2.16e+00  -4.9 3.17e-02    -  1.00e+00 1.00e+00h  1
 706  6.3795017e+00 5.38e+04 2.94e+00  -5.6 4.65e-02    -  1.00e+00 1.00e+00h  1
 707  6.3805583e+00 2.22e+04 2.29e+00  -5.7 3.85e-02    -  1.00e+00 7.15e-01h  1
 708  6.3821428e+00 2.11e+04 3.21e+00  -5.7 2.94e-02    -  1.00e+00 1.00e+00h  1
 709  6.3820097e+00 1.43e+04 1.57e+00  -5.7 1.17e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 710  6.3812510e+00 1.70e+04 3.84e+00  -5.7 2.02e-02    -  1.00e+00 1.00e+00h  1
 711  6.3816907e+00 9.68e+03 2.20e+00  -5.7 1.24e-02    -  1.00e+00 1.00e+00h  1
 712  6.3813078e+00 1.30e+04 3.31e+00  -5.7 1.25e-02    -  6.25e-01 1.00e+00h  1
 713  6.3813843e+00 1.24e+04 3.21e+00  -5.7 9.31e-02    -  1.00e+00 4.68e-02h  1
 714  6.3478866e+00 3.07e+05 3.83e+00  -5.7 2.18e+03    -  3.13e-04 1.57e-04f  1
 715  6.3652240e+00 1.53e+05 3.01e+00  -5.7 2.28e-01    -  7.16e-04 5.00e-01h  2
 716  6.3703113e+00 6.45e+04 2.95e+00  -5.7 2.25e-01    -  1.80e-01 1.00e+00h  1
 717  6.3505421e+00 1.94e+05 2.55e+00  -5.7 1.73e+00    -  6.51e-02 5.09e-01h  1
 718  6.3676892e+00 1.13e+05 2.81e+00  -5.7 8.61e-01    -  2.34e-02 1.00e+00h  1
 719  6.3326135e+00 1.83e+05 3.66e+00  -5.7 1.37e+00    -  3.39e-02 6.30e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 720  6.3351983e+00 1.77e+05 3.45e+00  -5.7 2.49e+01    -  1.00e+00 3.62e-02h  1
 721  6.3612815e+00 9.37e+04 2.75e+00  -5.7 8.78e-01    -  1.19e-01 1.00e+00h  1
 722  6.3580825e+00 1.50e+05 2.49e+00  -4.5 1.48e-01    -  1.00e+00 1.00e+00h  1
 723  6.3704624e+00 4.17e+04 3.15e+00  -3.4 1.09e+00    -  1.00e+00 7.95e-01h  1
 724  6.3723270e+00 5.01e+04 3.30e+00  -3.5 5.68e-01    -  1.00e+00 1.00e+00h  1
 725  6.3739383e+00 4.38e+04 3.00e+00  -4.4 4.94e-02    -  1.00e+00 1.00e+00h  1
 726  6.3773769e+00 2.53e+04 2.82e+00  -4.1 4.82e-01    -  1.00e+00 1.00e+00h  1
 727  6.3793743e+00 1.92e+04 2.87e+00  -4.2 1.01e-01    -  1.00e+00 1.00e+00h  1
 728  6.3810011e+00 1.61e+04 3.64e+00  -5.3 2.04e-02    -  1.00e+00 1.00e+00h  1
 729  6.3789159e+00 1.94e+04 1.75e+00  -5.4 2.66e-02    -  6.63e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 730  6.3804273e+00 3.65e-07 5.01e-02  -5.1 9.22e-02    -  1.00e+00 1.00e+00h  1
 731  6.3781627e+00 9.42e+03 2.52e+00  -6.4 1.22e-02    -  1.00e+00 1.00e+00f  1
 732  6.3788824e+00 5.96e+03 1.49e+00  -4.5 8.52e-02    -  1.00e+00 1.00e+00h  1
 733  6.3773006e+00 1.62e+04 2.98e+00  -4.3 1.08e-01    -  1.00e+00 1.00e+00h  1
 734  6.3775562e+00 1.65e+04 2.18e+00  -5.3 5.53e-02    -  1.00e+00 1.00e+00h  1
 735  6.3685895e+00 5.70e+04 2.75e+00  -4.7 1.43e-01    -  1.00e+00 1.00e+00h  1
 736  6.3781290e+00 2.08e+04 1.73e+00  -3.5 1.83e-01    -  1.00e+00 1.00e+00h  1
 737  6.3724513e+00 4.83e+04 2.69e+00  -3.6 1.67e-01    -  5.52e-01 1.00e+00h  1
 738  6.3752978e+00 2.30e+04 3.18e+00  -3.6 1.83e-01    -  1.00e+00 1.00e+00h  1
 739  6.3703802e+00 5.50e+04 2.67e+00  -4.4 7.26e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 740  6.3736303e+00 5.25e+04 3.26e+00  -4.6 1.09e-01    -  1.00e+00 1.00e+00h  1
 741  6.3754146e+00 2.18e+04 2.28e+00  -3.4 4.40e-01    -  1.00e+00 1.00e+00h  1
 742  6.3779529e+00 1.03e+04 2.86e+00  -4.5 3.62e-02    -  1.00e+00 1.00e+00h  1
 743  6.3624147e+00 1.27e+05 3.68e+00  -3.9 5.05e-01    -  1.00e+00 1.00e+00h  1
 744  6.3789614e+00 2.84e+04 2.65e+00  -4.0 4.81e-01    -  1.00e+00 1.00e+00h  1
 745  6.3019165e+00 3.27e+05 3.09e+00  -4.0 1.00e+00    -  1.15e-01 8.31e-01h  1
 746  6.3336518e+00 1.69e+05 2.51e+00  -4.0 1.87e+00    -  7.63e-01 4.81e-01h  1
 747  6.2200552e+00 5.70e+05 2.87e+00  -4.0 3.90e+00    -  6.64e-02 9.50e-02h  1
 748  6.2557312e+00 3.97e+05 2.60e+00  -4.0 3.70e-01    -  9.26e-03 3.03e-01h  1
 749  6.2503470e+00 2.39e+05 3.07e+00  -4.0 2.25e+00    -  6.27e-02 3.99e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 750  6.3479961e+00 1.46e+05 3.06e+00  -3.3 3.59e-01    -  1.00e+00 1.00e+00h  1
 751  6.3376216e+00 2.00e+05 3.22e+00  -3.3 3.21e-01    -  1.00e+00 1.00e+00h  1
 752  6.3652990e+00 7.95e+04 3.21e+00  -3.6 1.33e-01    -  1.00e+00 1.00e+00h  1
 753  6.3408430e+00 1.73e+05 3.72e+00  -3.7 1.72e-01    -  8.93e-01 1.00e+00h  1
 754  6.3614557e+00 5.97e+04 3.02e+00  -3.7 1.44e-01    -  1.00e+00 1.00e+00h  1
 755  6.3461122e+00 1.75e+05 3.51e+00  -4.0 1.69e-01    -  1.00e+00 1.00e+00h  1
 756  6.3743540e+00 4.13e+04 2.17e+00  -4.1 1.52e-01    -  1.00e+00 1.00e+00h  1
 757  6.3698881e+00 7.28e+04 3.45e+00  -4.1 1.27e-01    -  1.00e+00 1.00e+00h  1
 758  6.3696437e+00 3.45e+04 1.93e+00  -4.1 2.29e-01    -  1.00e+00 6.63e-01h  1
 759  6.3349751e+00 3.12e+05 3.29e+00  -3.2 8.76e-01    -  1.00e+00 9.39e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 760  6.3812782e+00 7.08e+04 2.29e+00  -3.2 4.36e-01    -  1.00e+00 1.00e+00h  1
 761  6.3118344e+00 3.32e+05 2.72e+00  -3.2 5.21e-01    -  3.79e-01 6.20e-01h  1
 762  6.3468280e+00 1.66e+05 2.25e+00  -3.2 1.76e-01    -  1.00e+00 5.00e-01h  2
 763  6.2103487e+00 3.93e+05 2.86e+00  -3.2 1.28e+00    -  6.89e-02 2.76e-01h  1
 764  6.3715776e+00 9.21e+04 2.90e+00  -3.2 2.14e-01    -  1.00e+00 1.00e+00h  1
 765  6.2681453e+00 3.48e+05 3.01e+00  -3.2 1.09e+00    -  1.64e-01 2.92e-01h  1
 766  6.3201540e+00 1.74e+05 2.41e+00  -3.2 2.77e-01    -  1.00e+00 5.00e-01h  2
 767  6.2148986e+00 3.40e+05 2.82e+00  -3.2 1.57e+00    -  8.46e-02 1.99e-01h  1
 768  6.3473583e+00 1.88e+05 2.84e+00  -3.0 3.29e-01    -  5.24e-01 1.00e+00h  1
 769  6.2669801e+00 3.22e+05 4.03e+00  -3.2 5.19e-01    -  1.82e-01 9.44e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 770  6.3041538e+00 3.72e+05 5.27e+00  -3.2 1.12e+00    -  1.00e+00 4.11e-01h  2
 771  6.2120761e+00 3.35e+05 7.18e+00  -3.2 3.52e-01    -  2.16e-01 1.00e+00h  1
 772  6.3484161e+00 1.13e+05 3.09e+00  -3.2 2.17e-01    -  8.66e-01 1.00e+00h  1
 773  6.3503806e+00 1.22e+05 3.66e+00  -3.2 1.63e-01    -  6.60e-01 1.00e+00h  1
 774  6.3581720e+00 7.43e+04 2.90e+00  -2.3 1.56e+00    -  9.80e-01 3.91e-01h  1
 775  6.3765926e+00 5.37e+04 3.36e+00  -2.6 2.47e-01    -  1.00e+00 1.00e+00h  1
 776  6.3640899e+00 1.71e+05 3.48e+00  -2.7 1.68e-01    -  1.00e+00 1.00e+00h  1
 777  6.3756817e+00 3.98e+04 2.37e+00  -2.7 9.40e-02    -  1.00e+00 1.00e+00h  1
 778  6.3784589e+00 3.85e+04 2.61e+00  -2.7 1.02e-01    -  1.00e+00 1.00e+00h  1
 779  6.3768851e+00 3.30e+04 2.57e+00  -2.7 5.41e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 780  6.3780961e+00 2.05e+04 2.05e+00  -2.7 2.00e-02    -  1.00e+00 1.00e+00h  1
 781  6.3828285e+00 5.43e+03 2.65e+00  -2.7 3.37e-02    -  1.00e+00 1.00e+00H  1
 782  6.3790875e+00 6.03e+03 2.03e+00  -2.7 7.57e-02    -  1.00e+00 1.00e+00h  1
 783  6.3547688e+00 1.47e+05 4.02e+00  -3.0 1.24e-01    -  1.00e+00 1.00e+00h  1
 784  6.3800079e+00 1.87e+04 2.18e+00  -3.1 8.98e-02    -  1.00e+00 1.00e+00h  1
 785  6.3435288e+00 2.44e+05 2.47e+00  -3.1 2.93e-01    -  1.00e+00 1.00e+00h  1
 786  6.3698312e+00 4.56e+04 1.95e+00  -3.1 2.03e-01    -  1.00e+00 1.00e+00h  1
 787  6.3650087e+00 1.40e+05 3.17e+00  -3.1 1.44e-01    -  1.00e+00 1.00e+00h  1
 788  6.3765371e+00 4.25e+04 1.87e+00  -3.1 8.58e-02    -  1.00e+00 1.00e+00h  1
 789  6.3741783e+00 4.29e+04 2.81e+00  -3.7 7.81e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 790  6.3770606e+00 1.29e+04 2.95e+00  -3.8 1.14e-01    -  1.00e+00 1.00e+00h  1
 791  6.3759849e+00 2.29e+04 2.52e+00  -4.2 1.35e-01    -  1.00e+00 1.00e+00h  1
 792  6.3813280e+00 2.50e+03 2.79e+00  -4.3 2.48e-01    -  8.22e-01 1.00e+00H  1
 793  6.3783268e+00 1.65e+03 2.36e+00  -4.4 8.77e-02    -  1.00e+00 1.00e+00h  1
 794  6.3477182e+00 2.91e+05 3.06e+00  -3.9 7.19e-01    -  1.00e+00 7.70e-01h  1
 795  6.3878749e+00 2.70e+04 3.09e+00  -4.0 4.38e-01    -  2.11e-01 1.00e+00h  1
 796  6.3375077e+00 2.94e+05 3.15e+00  -4.0 2.80e+00    -  1.41e-01 1.19e-01h  1
 797  6.3784432e+00 5.39e+04 3.05e+00  -4.0 4.14e-01    -  1.00e+00 1.00e+00h  1
 798  6.3512744e+00 8.65e+04 2.93e+00  -4.0 3.25e+00    -  1.17e-01 1.72e-01h  1
 799  6.3740942e+00 2.47e+04 2.78e+00  -3.7 8.87e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 800  6.3595310e+00 8.45e+04 2.43e+00  -4.1 2.56e-01    -  1.00e+00 1.00e+00h  1
 801  6.3761300e+00 5.05e+04 1.83e+00  -3.6 2.53e-01    -  1.00e+00 1.00e+00h  1
 802  6.3313369e+00 2.36e+05 2.82e+00  -3.7 2.25e-01    -  3.13e-01 1.00e+00h  1
 803  6.3583580e+00 1.14e+05 3.01e+00  -3.7 4.21e-01    -  5.47e-01 1.00e+00h  1
 804  6.3498276e+00 1.08e+05 3.53e+00  -3.7 2.48e-01    -  1.00e+00 1.00e+00h  1
 805  6.3729235e+00 3.66e+04 2.95e+00  -4.1 2.06e-01    -  1.00e+00 1.00e+00h  1
 806  6.3639554e+00 1.28e+05 3.03e+00  -3.9 1.31e-01    -  1.00e+00 1.00e+00h  1
 807  6.3754268e+00 3.40e+04 2.75e+00  -4.0 8.57e-02    -  1.00e+00 1.00e+00h  1
 808  6.3629220e+00 9.09e+04 2.84e+00  -4.0 3.46e-01    -  5.25e-01 1.00e+00h  1
 809  6.3696332e+00 3.05e+04 2.05e+00  -4.0 4.73e-01    -  1.00e+00 8.75e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 810  6.3649262e+00 6.18e+04 3.62e+00  -3.2 1.85e+00    -  1.00e+00 4.81e-01f  1
 811  6.3748419e+00 2.97e+04 1.60e+00  -3.3 5.46e-01    -  1.00e+00 1.00e+00h  1
 812  6.3766222e+00 1.97e+04 2.97e+00  -4.3 1.92e-01    -  1.00e+00 1.00e+00h  1
 813  6.3779986e+00 1.23e+04 1.88e+00  -4.4 1.43e-02    -  1.00e+00 1.00e+00h  1
 814  6.3762810e+00 2.61e+04 3.00e+00  -4.4 2.61e-02    -  1.00e+00 1.00e+00h  1
 815  6.3770232e+00 1.14e+04 2.14e+00  -4.4 4.57e-02    -  1.00e+00 1.00e+00h  1
 816  6.3780040e+00 4.55e+03 3.08e+00  -5.5 6.19e-02    -  1.00e+00 1.00e+00h  1
 817  6.3782588e+00 1.35e+03 1.74e+00  -6.9 1.83e-02    -  1.00e+00 1.00e+00h  1
 818  6.3770729e+00 6.63e+03 3.31e+00  -8.2 3.29e-02    -  1.00e+00 1.00e+00h  1
 819  6.3771751e+00 3.98e+03 1.56e+00  -9.4 6.64e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 820  6.3772075e+00 3.60e+03 1.51e+00  -7.2 4.95e-02    -  1.00e+00 9.65e-02h  1
 821  6.3380524e+00 2.91e+05 3.03e+00  -5.2 1.13e+03    -  4.50e-04 4.17e-04f  1
 822  6.3856501e+00 1.91e+05 3.13e+00  -7.3 2.44e-01    -  5.56e-02 1.00e+00h  1
 823  6.3370934e+00 2.45e+05 1.87e+00  -7.3 4.97e-01    -  6.16e-02 1.00e+00h  1
 824  6.3220828e+00 2.03e+05 2.62e+00  -7.3 5.24e+00    -  1.97e-02 1.71e-01h  1
 825  6.3274456e+00 1.65e+05 2.23e+00  -7.3 6.48e-01    -  1.00e+00 1.00e+00h  1
 826  6.3212431e+00 1.10e+05 2.96e+00  -7.3 7.55e-01    -  4.62e-01 3.34e-01h  1
 827  6.3530694e+00 8.96e+04 2.27e+00  -7.3 1.18e-01    -  1.00e+00 1.00e+00h  1
 828  6.3533643e+00 7.22e+04 2.25e+00  -7.3 4.54e-01    -  1.00e+00 1.95e-01h  1
 829  6.2638012e+00 3.26e+05 3.36e+00  -7.3 3.08e+04    -  6.83e-06 1.15e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 830  6.3012944e+00 1.92e+05 2.59e+00  -7.3 7.15e-01    -  3.73e-06 4.10e-01h  2
 831  6.3158178e+00 1.30e+05 3.10e+00  -7.3 1.92e-01    -  5.97e-01 5.00e-01h  2
 832  6.3458437e+00 1.02e+05 4.33e+00  -7.3 1.76e-01    -  8.24e-01 1.00e+00h  1
 833  6.3509599e+00 5.74e+04 2.87e+00  -7.3 7.26e-02    -  1.00e+00 1.00e+00h  1
 834  6.3704153e+00 6.87e+04 3.29e+00  -7.8 6.76e-02    -  1.00e+00 1.00e+00h  1
 835  6.3725460e+00 2.22e+04 4.04e+00  -7.9 4.95e-02    -  1.00e+00 6.84e-01h  1
 836  6.3669615e+00 6.09e+04 3.52e+00 -11.0 8.57e-02    -  7.61e-01 1.00e+00h  1
 837  6.3716770e+00 4.31e+04 2.63e+00  -9.1 4.74e-02    -  1.00e+00 1.00e+00h  1
 838  6.3695591e+00 4.79e+04 2.23e+00  -9.2 7.49e-02    -  1.00e+00 1.00e+00h  1
 839  6.3745419e+00 1.44e+04 2.01e+00 -10.1 2.89e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 840  6.3755078e+00 1.56e+04 1.87e+00 -11.0 1.22e-02    -  1.00e+00 1.00e+00h  1
 841  6.3737834e+00 2.26e+04 3.90e+00 -11.0 3.53e-02    -  1.00e+00 1.00e+00h  1
 842  6.3735212e+00 1.44e+04 2.75e+00 -11.0 2.48e-02    -  1.00e+00 1.00e+00h  1
 843  6.3739938e+00 1.16e+04 1.20e+00 -11.0 1.63e-02    -  5.06e-01 1.00e+00h  1
 844  6.3753856e+00 6.95e+03 2.49e+00 -10.5 1.29e-02    -  1.00e+00 1.00e+00h  1
 845  6.3734987e+00 1.46e+04 3.06e+00 -11.0 1.94e-02    -  7.74e-01 1.00e+00h  1
 846  6.3742570e+00 8.38e+03 2.23e+00  -9.3 1.36e-02    -  1.00e+00 1.00e+00h  1
 847  6.3733312e+00 1.43e+04 3.36e+00 -10.5 1.41e-02    -  1.00e+00 1.00e+00h  1
 848  6.3746796e+00 3.89e+03 2.06e+00  -9.5 8.65e-03    -  1.00e+00 1.00e+00h  1
 849  6.3736016e+00 1.04e+04 3.11e+00  -7.5 1.19e-02    -  4.13e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 850  6.3741266e+00 3.51e+03 2.34e+00  -8.1 6.62e-03    -  1.00e+00 1.00e+00h  1
 851  6.3740591e+00 3.90e+03 2.71e+00  -6.5 6.47e-03    -  1.00e+00 1.00e+00h  1
